Emotion,Sentence,text_length,word_count,emotion_vn
Sadness,chắc kiếp trước gieo nghiệp kiếp này phải gánh thôi,51,10,buồn
Enjoyment,hihi ảo tưởng,13,3,vui vẻ
Enjoyment,hahah tao chưa nghe hoàn chỉnh bài này lần nào,46,10,vui vẻ
Enjoyment,mình không quan tâm giá trị học bổng bao nhiêu . mà tớ q . tâm em đó sẽ dành những gì cho đất nước sau khi học xong thôi . hee . chúc mừng em .,143,37,vui vẻ
Other,thế nếu sóc lên xong gõ thì n có trào lên không nhỉ,51,13,khác
Other,2 tên sủa giống nhau đêm đêm thì rủ nhau hú ??,46,12,khác
Other,dân dùng bằng giả có được khiển trách không nhỉ,47,10,khác
Disgust,vì mày là đống vỏ năm xưa mẹ mày đổ vào đầu bố mày nên ngày nào nhìn mặt mày hắn cũng cay cú như thế :)),104,27,khó chịu
Fear,người ta chỉ muốn dụ mày rồi xin một trái thận . 😪,50,13,sợ hãi
Sadness,per huhu trời ơiii,18,4,buồn
Fear,lớp 5 mà viết kiểu này cô đánh gãy tay .,40,11,sợ hãi
Enjoyment,con gái chả thế :)))) con trai đi dume mày có nhận hàng không,61,14,vui vẻ
Disgust,"xoá mẹ nó đi , pr cho nó làm gì",31,10,khó chịu
Enjoyment,t thích nhìn mắt của crush hơn là nhìn nó cười,46,11,vui vẻ
Enjoyment,hành động đẹp,13,3,vui vẻ
Disgust,"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián tiếp mà ở mỹ gọi là giết người cấp độ 2 đấy",123,32,khó chịu
Enjoyment,"đây là tao khi bảo "" tao biết đường mà , tin tao ."" 🙂",53,15,vui vẻ
Sadness,t nhớ tao đang xem xxx thì chưa cắm tai nghe 😭😭😭,48,12,buồn
Enjoyment,chuẩn . hài lòng với những thứ mình đang có . đừng mơ mộng những thứ viển vông,78,18,vui vẻ
Enjoyment,per quẹo lựa mấy đứa ơi . để lễ nay đặt vé luôn cho rồi . nóng quá rồi :)))),76,20,vui vẻ
Disgust,"ai đời cho kiến đen đốt tr .... nta cho kiến vàng đốt chứ , ăn kì cục",69,18,khó chịu
Other,may quá tao đang nhà đắp chăn xem cảnh này chứ đông vậy đi chắc chớt,68,16,khác
Disgust,mặt mày nhìn chán thậc,22,5,khó chịu
Disgust,cả 2 đứa đều trẻ con . yêu đương kiểu này thì lsao mà tính chuyện lâu dài được,78,19,khó chịu
Fear,per ê tao với mày mà đi cái cầu này chắc rớt ngay bước đầu quá 😢😢 đã mặp rồi chân lùn nữa đi qua bằng niềm tin,110,28,sợ hãi
Sadness,đau lòng quá,12,3,buồn
Disgust,chơi mất dậy . gặp tao là tiễn theo điện thoại luôn,51,12,khó chịu
Enjoyment,vụ này chắc xử nhanh hơn vụ trong thang máy .... 😂😂😂,52,12,vui vẻ
Sadness,lúc rài không gặp được mặt cờ rút nữa 😪,39,10,buồn
Disgust,dạo này cứ đổ vỡ nhây nhớp là hấp dẫn cư dân mạng à :)) tao thấy đéo đến mức buồn quá,85,22,khó chịu
Enjoyment,giống tao hồi bé ... 😅,22,6,vui vẻ
Disgust,có ai không bị giật mình như tao không . nhạt vãi =))),54,13,khó chịu
Sadness,năm nay không được ăn dồi :((,29,7,buồn
Sadness,ổng bị bắt rồi :( rồi lấy gì coi,32,9,buồn
Enjoyment,"per thể loại mới nè , có vẻ phê",31,9,vui vẻ
Enjoyment,con nào cũng là con nhé . con trai tao tập từ nhỏ đã biết tự lo và phụ mẹ rồi :)),81,22,vui vẻ
Disgust,"cái con yêu nghiê ̣ tao này hồi nhỏ nó phập vào đùi mình . lần đầu nhìn thấy nó tươ ̉ người nó cũng hiền hiền như con vịt , ai ngờ mới bươ ́ c lại gần là nó di ́ rượt mình . cái kết là bầm tím phần đùi . đến giơ ̀ thấy nó là auto né .",234,63,khó chịu
Enjoyment,per nhện kìa haha,17,4,vui vẻ
Sadness,per đi tong một năm học ... nhưng vẫn tốt nghiệp ... :(,55,13,buồn
Sadness,càng thân thiết khi quay lưng càng đau lòng .,45,10,buồn
Enjoyment,lâu rồi chưa nghe ... nghe lại vẫn hay và ngấm như ngày nào :)),63,15,vui vẻ
Other,tôi thấy tương lai của tôi trong bức ảnh này :d,47,11,khác
Enjoyment,"per đấu nhau to rồi , phen này hay",34,9,vui vẻ
Other,có thể bán lại cho tớ không ??????,34,8,khác
Disgust,phí gì cũng cao nhất so với ngân hàg khác mà phục vụ lại tệ nhất ! sau đợt này vcb mất nhiều khác hàg !,103,26,khó chịu
Sadness,xem đi xem lại bao nhiêu lần cũng không chán ... vẫn cảm giác hồi hộp :),72,17,buồn
Enjoyment,per phải nói là hiền quá hiền luônnn 🤣,38,9,vui vẻ
Anger,phạt thế quá nhẹ ...,20,5,giận dữ
Disgust,có bồ mà cũng sân si,20,6,khó chịu
Fear,trên đời sợ nhất mấy con trùn trùn như ri ! nhất là giun đất với rắn !!! đã từng bỏ tiết học sinh học mổ giun đất 😞😞,116,29,sợ hãi
Enjoyment,sao tao thấy đa phần mấy đứa con trai cắt tóc xong nhìn ngáo đéo chịu được vậy =))).. cười tét cả hàm chứ đùa,109,25,vui vẻ
Other,đơn giản thôi : nó giống như con chó vậy . khi ta đuổi thì nó chạy . khi ta chạy thì nó đuổi,92,24,khác
Other,ướp đông lạnh luôn à,20,5,khác
Fear,chờ tý tao đi thay bỉm xíu tao quay lại .,41,11,sợ hãi
Other,có hiệu quả không mới quan trọng,32,7,khác
Disgust,sáng sớm đã đậm chất ngôn tình . tránh ra chỗ bà gym nào .,58,15,khó chịu
Enjoyment,anh chờ ... đáng yêu ghê,24,6,vui vẻ
Disgust,cười như cục cức trôi sông lạc chợ 😏😏👌,38,9,khó chịu
Sadness,tao buồn mấy năm nay rồi,24,6,buồn
Enjoyment,phải đối xử tốt với chính bản thân mình :),42,10,vui vẻ
Sadness,"chủ động nói chuyện , nhắn tin khi có time . nhưng đời không như mơ",67,16,buồn
Anger,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",45,12,giận dữ
Enjoyment,tao đang đi phân khối lớn đây . ai cũng kêu nhìn cá tính vãi 😁,62,16,vui vẻ
Other,động lực để phụ nữ chiến đấu chính là gia đình và bản thân họ :),64,16,khác
Sadness,mink chỉ lo là nhà nước không đủ gạo nuôi mấy anh,49,12,buồn
Surprise,sản phẩm khá là mới lạ trong việt nam,37,9,ngạc nhiên
Enjoyment,"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự",162,37,vui vẻ
Other,ai trèo lên đưa cho ảnh cái áo mưa đi kẻo ướt ảnh đó,52,14,khác
Fear,"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết",175,47,sợ hãi
Disgust,chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó,76,20,khó chịu
Enjoyment,nó mới ghé nhà tao đây :)),26,7,vui vẻ
Enjoyment,nhìn mặt là cười phọt rồi,25,6,vui vẻ
Other,per cấm dừng đỗ đâu cụ thớt ???,31,8,khác
Sadness,đọc chả hiểu gì :( mất gốc rồi :(,33,9,buồn
Other,mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,49,11,khác
Enjoyment,"em vợ có thể ngủ với mẹ , còn anh thì ngủ với em 😂",50,15,vui vẻ
Enjoyment,cái giọng anh quay phim nghe ngọt quá 😘😘,40,9,vui vẻ
Enjoyment,đẹp đôi vãi 🤩,13,4,vui vẻ
Anger,như con ma tơi có ngày ném cho cái cốc vào mặt thì đừng trách,61,15,giận dữ
Other,"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))",137,35,khác
Disgust,chỉ thấy mất dạy,16,4,khó chịu
Disgust,vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy,58,16,khó chịu
Sadness,tiền cắt tóc như kia đủ mua giày rồi :v,39,10,buồn
Other,"trên phim thôi . ngoài đời thì đứa con gái uống xong ngất luôn , hôm sau thì bị bán mẹ sang trung quốc",102,24,khác
Disgust,đấy cổ tích như thế có mà dân lại ngồi hết lên đầu pháp luật . tai nạn tăng không ngừng nghỉ ấy chứ .,101,25,khó chịu
Disgust,"nếu không có lòng yêu thương , thì đừng nuôi",44,10,khó chịu
Disgust,định mệnh gớm vãi 🤮🤮🤮,21,5,khó chịu
Other,kiểu xem đứa nào thắng !,24,6,khác
Enjoyment,"èo , ngọt quá đi",16,5,vui vẻ
Disgust,lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng,50,12,khó chịu
Disgust,nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé,75,18,khó chịu
Fear,t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧,141,35,sợ hãi
Anger,nó bướng vãi . cứ làm theo ý mình,33,9,giận dữ
Disgust,nghe như hát trầu văn,21,5,khó chịu
Other,đúng rồi mà kệ nó tao đéo quan tâm . chụp cho ai thì chụp,57,15,khác
Enjoyment,nhà có người già vui thật nhỉ 🤣👍,32,8,vui vẻ
Other,tao nấu củi chưa nấu bằng rơm bao giờ 😪,39,10,khác
Other,bếp dầu trước kia tôi đã thuờg dùng,35,8,khác
Other,ngọc ngọc đồng nghiệp tốt,25,5,khác
Disgust,đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường,194,47,khó chịu
Anger,"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?",107,28,giận dữ
Other,tạm biệt sếp và mong sớm có ngày sếp quay lại ...,49,12,khác
Sadness,tao dễ thương nhưng vẫn ế đây này mơ mộng ít thôi,49,12,buồn
Enjoyment,"má , dume cười ỉa :))))",23,6,vui vẻ
Anger,bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,86,21,giận dữ
Surprise,cái này nó giống câu “ em ăn cơm chưa ” vãi,43,12,ngạc nhiên
Other,bị rồi nè :))) mua 6 ly rớt hết 4 ly,36,11,khác
Disgust,"đây là 1 câu chuyện buồn đó , đừng có haha nha per",50,13,khó chịu
Other,chảy cả nói chuyện mắt,22,5,khác
Anger,là tôi tôi cũng tát vỡ mồm nó ~~,32,9,giận dữ
Sadness,per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏,61,15,buồn
Enjoyment,rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂,57,15,vui vẻ
Enjoyment,nghe mát lòng mát gan thế ????,30,7,vui vẻ
Other,tao đang xem cái gì vậy,23,6,khác
Fear,sợ đến lúc đó muốn lấy vợ phải sang nước khác nhập khẩu về quá,62,15,sợ hãi
Sadness,nhiều khi cũng muốn chọc cho người yêu giận nhưng mới nhớ ra mình đéo có người yêu 😌,84,19,buồn
Fear,nguy hiểm thật,14,3,sợ hãi
Enjoyment,"ok hay quá , dùng điện này thôi",31,8,vui vẻ
Enjoyment,ơ tao đang mơ 🤩,15,5,vui vẻ
Disgust,chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂,68,16,khó chịu
Enjoyment,"per ăn tết xong , cần cây cầu này để giảm cân 😆😆",48,13,vui vẻ
Disgust,loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .,70,17,khó chịu
Sadness,:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo,93,23,buồn
Other,chắc chắn người pháp sẽ khôi phục lại được . tin là như thế,59,14,khác
Disgust,per á đông có đồng nghiệp như hiệp suốt ngày rủ đi vệ sinh cùng ghê vãi,71,17,khó chịu
Enjoyment,đm nhìn ngầu vãi,16,4,vui vẻ
Enjoyment,chuẩn luôn khi ở công tình yêu toàn là các anh chị em đồng nghiệp tốt he he,75,18,vui vẻ
Other,với tôi là gia đình và sự hận thù .,35,10,khác
Disgust,người ta gọi là ngu mà cứ đâm đầu vào đấy :),44,12,khó chịu
Other,tỉnh táo đi em !,16,5,khác
Other,bếp dầu thời bao cấp,20,5,khác
Surprise,có cái bệnh này nữa hả trời,27,7,ngạc nhiên
Disgust,agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật,71,15,khó chịu
Other,crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,96,23,khác
Fear,nhà tao cũng gần mà tao không bao giờ dám đi đêm,48,12,sợ hãi
Sadness,kiểu gì chả chết ? đá to như kia thoát sao nổi ?,48,13,buồn
Sadness,không muốn huhu,15,3,buồn
Enjoyment,ông trời cho mình lũ bạn cờ hó quá ấy mà :),43,12,vui vẻ
Enjoyment,dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha,67,18,vui vẻ
Surprise,giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,62,17,ngạc nhiên
Disgust,chọn cây đẹp đẹp rồi để các bạn trẻ đổ xô đến vì hiếu kỳ lại gây tắc đường à dume,81,21,khó chịu
Sadness,biết là đau lòng nhưng sao bản thân vẫn muốn biết nó,52,12,buồn
Other,per mang võng ra không lại tủi không thể ngồi,45,10,khác
Disgust,đóng của trường đi bắt bỏ tù loai người xấu xa : ham lợi nhuận : lừa đảo phụ huynh lấy tiền,91,22,khó chịu
Other,như 1 canh bạc ấy nhỉ @@,24,7,khác
Other,chợt nhận ra mình chưa từng thích thầm ai trong lớp,51,11,khác
Other,cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này,65,16,khác
Fear,dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((,57,14,sợ hãi
Sadness,"không biết khuyên thế nào , nhưng chỉ cần bình tĩnh 1 xíu , dù gì thì cũng đừng tự sát , đời người chỉ sống 1 lần thôi ...",122,30,buồn
Anger,tao bực mày lắm rồi đấy,23,6,giận dữ
Sadness,crush tao mất rồi .,19,5,buồn
Disgust,cái thứ tình yêu bọ xít :)),27,7,khó chịu
Fear,"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .",307,81,sợ hãi
Enjoyment,cặp này lầy mà dễ thương,24,6,vui vẻ
Disgust,per mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^,76,18,khó chịu
Anger,"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả .",97,27,giận dữ
Disgust,địt mẹ mấy thằng nhà quê,24,6,khó chịu
Disgust,vãi chả phơi hết tim gan phèo phổi @@,37,9,khó chịu
Disgust,cảnh thì dõ đẹp mà nhìn nước ô nhiễm quá,40,10,khó chịu
Other,thích nấu lúc nào cũng được,27,6,khác
Anger,"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ",76,21,giận dữ
Enjoyment,cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :)),106,25,vui vẻ
Enjoyment,đm quả gật đầu quả quyết vãi 😂,30,8,vui vẻ
Surprise,ho mà vỡ xương kể ra trên đời lắm chuyện lạ vãi,47,12,ngạc nhiên
Sadness,bốc toàn trúng may mắn lần sau,30,7,buồn
Disgust,nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài,100,25,khó chịu
Other,cẩn thận móc túi trộm nhé anh chị em .,38,10,khác
Enjoyment,đoạn cuối yêu mún chết,22,5,vui vẻ
Enjoyment,hahahaha,8,1,vui vẻ
Enjoyment,cuộc đời bà đã nấu hơn 50 nồi bánh chưng rồi nhưng bà chưa bao giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ .,123,31,vui vẻ
